SCHOOL,CLASS,CHILD,COMBI,SIZE,SSES,GIRL,MINORITY,SITTERS,CSES,IQV,IQP,PRE_LANG,POST_LANG,PRE_ARITH,POST_ARITH
189,18980,3209,0,29,17,0,0,1,15,9,11.329999924,27,31,10,17
189,18980,3210,0,29,17,0,0,0,10,11,10.659999847,32,40,13,23
189,18980,3211,0,29,17,1,0,0,20,12.5,10.659999847,42,53,14,26
189,18980,3212,0,29,17,1,0,0,30,13,10.659999847,36,44,11,15
189,18980,3213,0,29,17,1,0,0,40,13,13,44,52,10,26
189,18980,3214,0,29,17,0,0,0,30,11,8.3330001831,34,33,5,14
189,18980,3215,0,29,17,1,1,0,48,12,12.329999924,43,49,16,29
189,18980,3216,0,29,17,1,0,1,35,11,15,32,40,15,28
189,18980,3217,0,29,17,0,0,0,33,15,13,42,48,12,27
189,18980,3218,0,29,17,0,0,1,15,7,10.329999924,21,17,9,15
190,19080,3219,0,19,24,1,0,0,30,10.5,9,26,33,6,21
190,19080,3220,0,19,24,1,0,0,37,12,9.6666666667,41,44,8,27
190,19080,3221,0,19,24,1,0,0,11,11.5,10.666666667,22,39,9,25
190,19080,3222,0,19,24,0,0,0,41,12.5,11.666666667,34,48,9,26
190,19080,3223,0,19,24,0,1,1,16,11,11.333333333,36,26,10,24
190,19080,3224,0,19,24,0,0,0,45,13,9.3333333333,45,47,11,26
190,19080,3225,0,19,24,1,0,0,23,11.5,10.333333333,40,47,12,17
190,19080,3226,0,19,24,1,0,0,30,8.5,11.333333333,42,53,14,25
190,19080,3227,0,19,24,0,0,0,36,12,12,41,54,14,28
190,19080,3228,0,19,24,1,0,0,23,11,11.666666667,43,41,15,22
190,19080,3229,0,19,24,0,0,0,41,13.5,9,37,51,15,26
190,19080,3230,0,19,24,0,0,0,28,14,13.666666667,39,53,15,29
190,19080,3231,0,19,24,0,0,0,37,12,12,40,52,15,29
190,19080,3232,0,19,24,1,0,0,19,10.5,13.333333333,36,45,16,24
190,19080,3233,0,19,24,0,0,0,49,14,13.666666667,39,51,16,30
190,19080,3234,0,19,24,1,0,0,49,12.5,12.333333333,45,50,17,28
190,19080,3235,0,19,24,0,0,0,28,11,15,40,43,17,29
190,19080,3236,0,19,24,0,0,0,24,10.5,13.333333333,41,49,18,27
190,19080,3237,0,19,24,1,0,0,41,14,11.666666667,45,50,18,29
192,19280,3238,1,14,19,0,0,0,17,9,7.6666666667,24,,9,
192,19280,3239,1,14,19,0,0,0,35,9.5,10.329999924,24,29,5,20
192,19280,3240,1,14,19,1,0,0,30,12.5,11.329999924,27,44,11,23
192,19280,3241,1,14,19,0,0,0,33,10,11.329999924,20,29,7,19
192,19280,3242,1,14,19,0,0,1,15,10.5,5.3330001831,11,24,2,8
192,19280,3243,1,14,19,0,0,0,35,10,14,36,41,14,28
192,19280,3244,1,14,19,1,0,1,15,10,8.3330001831,33,36,7,3
192,19280,3245,1,14,19,0,0,1,18,11,10,29,30,10,18
192,19280,3246,1,14,19,0,0,1,18,12.5,13.659999847,31,34,8,14
193,19380,3247,1,31,17,1,0,1,14,7.5,10,33,,9,
193,19380,3248,1,31,17,1,0,0,20,11,9,34,,11,
193,19380,3249,1,31,17,1,0,0,,14.5,11.666666667,42,54,16,29
193,19380,3250,1,31,17,0,0,0,27,12.5,10.659999847,43,50,15,27
193,19380,3251,1,31,17,0,0,0,35,10.5,13.329999924,43,52,19,27
193,19380,3252,1,31,17,0,0,0,20,15,10.329999924,45,51,15,30
193,19380,3253,1,31,17,0,0,0,30,11.5,11.329999924,34,44,12,21
193,19380,3254,1,31,17,0,0,0,45,15,14,43,55,18,30
193,19380,3255,1,31,17,1,0,0,27,14,11.329999924,42,50,11,24
193,19380,3256,1,31,17,1,0,0,23,11,7,31,44,10,14
193,19380,3257,1,31,17,1,0,0,15,12.5,10.659999847,35,49,9,26
193,19380,3258,1,31,17,1,0,0,20,14,12.659999847,45,54,18,29
193,19380,3259,1,31,17,1,0,1,18,11.5,9.3330001831,26,32,10,13
193,19380,3260,1,31,17,1,0,0,20,13,10,39,52,14,25
193,19380,3261,1,31,17,1,0,0,20,11.5,12,38,48,12,29
194,19480,3262,0,,12,0,1,1,11,8,8.3333333333,16,27,,10
194,19480,3263,0,,12,0,0,2,11,11,12,35,47,4,22
194,19480,3264,0,,12,0,0,0,11,8.5,7.6666666667,31,23,7,7
194,19480,3265,0,,12,0,0,1,11,9.5,11.333333333,23,23,7,9
194,19480,3266,0,,12,1,0,0,11,9.5,9,35,34,8,12
194,19480,3267,0,,12,0,0,0,11,8,12,32,41,8,14
194,19480,3268,0,,12,1,1,0,15,11,9.6666666667,28,28,10,9
194,19480,3269,0,,12,1,0,0,11,10,8.3333333333,28,32,10,15
194,19480,3270,0,,12,1,0,0,11,11.5,10.666666667,37,42,14,16
194,19480,3271,0,,12,0,0,1,11,14.5,14.666666667,44,53,15,21
194,19480,3272,0,,12,1,0,0,11,13,13.666666667,47,47,18,16
194,19480,3273,0,,12,0,0,0,17,13,11,30,36,18,23
194,19480,3274,0,,12,0,0,0,21,13,16.666666667,37,31,18,27
195,19580,3275,1,31,17,1,0,0,,13,12.666666667,42,51,15,28
195,19580,3276,1,31,17,1,0,0,37,10.5,9,31,37,12,22
195,19580,3277,1,31,17,1,0,0,47,13.5,10.659999847,38,45,14,26
195,19580,3278,1,31,17,0,0,0,17,11,8,24,23,9,10
195,19580,3279,1,31,17,0,0,0,15,15.5,15,35,49,13,22
195,19580,3280,1,31,17,1,0,0,35,15.5,10.659999847,44,56,14,21
195,19580,3281,1,31,17,0,0,0,20,13,14.329999924,40,43,12,22
195,19580,3282,1,31,17,1,0,0,40,11.5,9,35,44,11,14
195,19580,3283,1,31,17,1,0,0,15,11,10.329999924,35,45,10,18
195,19580,3284,1,31,17,0,0,1,35,10,10.329999924,28,33,4,11
195,19580,3285,1,31,17,0,0,1,15,11,12,27,30,15,22
195,19580,3286,1,31,17,0,0,0,15,12,9.6660003662,32,38,15,13
195,19580,3287,1,31,17,0,0,0,15,10.5,9.6660003662,32,35,6,17
195,19580,3288,1,31,17,0,0,1,15,12,13.659999847,35,43,18,22
195,19580,3289,1,31,17,0,0,0,15,13,13.329999924,29,38,10,24
195,19580,3290,1,31,17,1,0,1,18,12.5,9.3330001831,40,37,6,15
195,19580,3291,1,31,17,0,0,0,25,11.5,10,36,34,10,13
195,19580,3292,1,31,17,0,0,0,20,10,13,32,44,9,10
195,19580,3293,1,31,17,1,0,0,18,11,13,37,42,13,14
195,19580,3294,1,31,17,1,0,0,18,12,13.329999924,40,46,11,18
195,19580,3295,1,31,17,1,0,0,18,13,10.329999924,40,47,14,15
196,19680,3296,0,27,16,1,0,0,23,10.5,10.659999847,32,40,10,14
196,19680,3297,0,27,16,0,0,1,23,13,11.329999924,33,42,12,18
196,19680,3298,0,27,16,1,0,0,23,15,11.329999924,32,45,13,27
196,19680,3299,0,27,16,0,0,1,20,12.5,12,34,35,9,20
196,19680,3300,0,27,16,1,0,0,23,12,9.3330001831,33,39,11,22
196,19680,3301,0,27,16,0,0,0,23,12,12.659999847,29,46,14,26
196,19680,3302,0,27,16,1,0,0,25,12.5,14,33,46,10,25
196,19680,3303,0,27,16,1,0,0,27,12,11.329999924,36,49,13,16
196,19680,3304,0,27,16,0,0,1,20,11,8.6660003662,31,32,8,10
196,19680,3305,0,27,16,0,0,1,23,12,10.659999847,31,40,8,14
196,19680,3306,0,27,16,1,0,0,45,10.5,11,31,43,9,22
196,19680,3307,0,27,16,0,0,0,40,16,16,38,50,18,29
196,19680,3308,0,27,16,1,0,0,30,15,13.329999924,32,55,12,27
196,19680,3309,0,27,16,1,0,0,40,7.5,11.329999924,36,47,10,26
196,19680,3310,0,27,16,0,0,0,20,13,13,21,36,11,11
196,19680,3311,0,27,16,0,0,1,37,11.5,8.6660003662,29,44,8,19
196,19680,3312,0,27,16,1,0,0,23,15.5,12.329999924,43,50,17,28
196,19680,3313,0,27,16,0,0,1,28,12,12.659999847,28,40,14,21
196,19680,3314,0,27,16,0,0,0,30,12.5,11.329999924,37,50,9,29
196,19680,3315,0,27,16,1,0,0,47,13.5,12.659999847,32,52,13,30
196,19680,3316,0,27,16,1,0,0,50,15.5,13.659999847,45,55,14,27
196,19680,3317,0,27,16,1,0,0,23,9.5,11.329999924,27,30,8,12
196,19680,3318,0,27,16,1,0,1,18,7.5,10,20,26,11,10
196,19680,3319,0,27,16,0,0,1,23,14,12,38,45,10,14
196,19680,3320,0,27,16,0,0,1,18,10.5,11.329999924,33,35,14,23
196,19680,3321,0,27,16,1,0,0,40,10.5,8.6660003662,27,37,13,18
196,19680,3322,0,27,16,1,0,0,40,12.5,13,33,45,15,28
197,19780,3323,1,35,21,1,0,0,27,14,11,36,43,14,25
197,19780,3324,1,35,21,1,0,0,23,13.5,10.329999924,38,50,12,26
197,19780,3325,1,35,21,1,0,0,30,12.5,11.659999847,28,46,14,22
197,19780,3326,1,35,21,1,0,0,27,15,11,44,50,15,20
197,19780,3327,1,35,21,1,0,0,30,13.5,11.329999924,40,53,17,28
197,19780,3328,1,35,21,1,0,0,30,14.5,11.659999847,38,53,16,26
197,19780,3329,1,35,21,1,0,0,23,10.5,9.3330001831,29,37,8,15
197,19780,3330,1,35,21,1,0,0,27,12,11,39,46,14,20
197,19780,3331,1,35,21,0,0,1,33,11.5,9,28,45,11,21
197,19780,3332,1,35,21,0,0,0,30,15.5,11.659999847,43,51,17,27
197,19780,3333,1,35,21,0,0,0,27,11.5,11,36,37,14,21
197,19780,3334,1,35,21,0,0,0,23,14.5,16,39,49,17,29
197,19780,3335,1,35,21,0,0,0,23,15,14,32,46,15,25
197,19780,3336,1,35,21,0,0,0,20,13,10,32,37,12,21
197,19780,3337,1,35,21,0,0,0,20,12,8.3330001831,33,37,12,20
197,19780,3338,1,35,21,0,0,0,23,13,9.6660003662,18,23,10,15
197,19780,3339,1,35,21,0,0,0,30,13.5,11.659999847,43,47,15,28
197,19780,3340,1,35,21,0,0,0,30,12.5,12.659999847,43,49,15,24
197,19780,3341,1,35,21,0,0,0,40,18,11.329999924,45,51,17,26
197,19780,3342,1,35,21,0,0,0,27,16.5,13,43,56,18,26
198,19880,3343,1,22,11,1,0,0,23,8.5,9,31,,12,
198,19880,3344,1,22,11,1,0,0,23,11.5,10.659999847,32,30,15,13
198,19880,3345,1,22,11,1,0,0,10,11,12.329999924,34,28,11,16
198,19880,3346,1,22,11,1,0,0,30,13.5,15.659999847,39,45,13,22
198,19880,3347,1,22,11,1,0,1,17,9.5,7.6659998894,32,31,13,5
198,19880,3348,1,22,11,0,1,0,10,8.5,10.329999924,19,29,14,16
198,19880,3349,1,22,11,0,0,0,25,14,16,46,49,19,28
198,19880,3350,1,22,11,1,0,0,25,10.5,12,40,43,12,19
199,19980,3351,0,37,12,0,1,0,10,6.5,8.6666666667,,14,,5
199,19980,3352,0,37,12,1,0,0,,11,12,31,40,10,16
199,19980,3353,0,37,12,1,0,0,40,14.5,10.659999847,40,49,11,21
199,19980,3354,0,37,12,1,0,0,40,12.5,11.659999847,39,40,16,15
199,19980,3355,0,37,12,0,1,0,45,13,10.329999924,31,39,10,19
199,19980,3356,0,37,12,0,0,1,17,13,10.659999847,29,33,14,25
199,19980,3357,0,37,12,0,0,0,40,13.5,13,25,30,8,8
199,19980,3358,0,37,12,1,0,0,20,10.5,11,31,31,11,6
199,19980,3359,0,37,12,1,0,0,30,9,7.6659998894,35,37,10,5
199,19980,3360,0,37,12,1,0,0,27,14,10.329999924,41,53,14,26
199,19980,3361,0,37,12,1,0,0,20,15,9.3330001831,38,42,11,10
199,19980,3362,0,37,12,1,0,0,20,11.5,10.659999847,35,31,10,12
199,19980,3363,0,37,12,0,0,0,20,10,11,31,35,6,10
199,19980,3364,0,37,12,0,0,0,20,9,10.659999847,24,22,9,8
199,19980,3365,0,37,12,0,1,0,10,9.5,10,33,28,12,18
199,19980,3366,0,37,12,1,1,0,10,8.5,12.329999924,26,33,12,15
199,19980,3367,0,37,12,1,0,1,10,10,8,28,21,6,6
199,19980,3368,0,37,12,1,0,1,23,8,8.6660003662,29,24,8,9
199,19980,3369,0,37,12,0,0,1,10,7,7,27,22,8,7
199,19980,3370,0,37,12,1,1,0,15,11.5,10.329999924,39,46,13,12
199,19980,3371,0,37,12,0,0,0,10,11,8,26,25,12,9
199,19980,3372,0,37,12,1,1,0,10,8.5,10.329999924,32,27,12,5
199,19980,3373,0,37,12,1,0,0,15,13.5,12.329999924,31,43,13,18
199,19980,3374,0,37,12,0,0,0,15,11,13,39,36,11,13
199,19980,3375,0,37,12,0,1,0,10,10,10,29,26,11,10
199,19980,3376,0,37,12,1,0,0,10,12.5,14.329999924,36,46,12,24
199,19980,3377,0,37,12,1,0,0,10,12,9.6660003662,31,46,12,9
199,19980,3378,0,37,12,1,0,0,10,14.5,13.329999924,36,44,11,17
199,19980,3379,0,37,12,0,0,0,15,10.5,11,27,32,11,13
199,19980,3380,0,37,12,0,0,0,20,13.5,9,35,35,13,11
199,19980,3381,0,37,12,0,0,0,10,9,10.329999924,26,26,5,8
199,19980,3382,0,37,12,1,0,1,10,12,11.329999924,41,34,12,12
201,20180,3383,0,29,19,0,0,0,17,9,8.6666666667,20,24,5,9
201,20180,3384,0,29,19,1,0,0,15,9,8.6666666667,22,38,6,9
201,20180,3385,0,29,19,1,0,1,19,9,8,29,27,7,9
201,20180,3386,0,29,19,1,0,0,32,11,9,36,47,8,18
201,20180,3387,0,29,19,1,0,0,39,13,12.333333333,41,48,8,27
201,20180,3388,0,29,19,1,0,0,30,12,7.3333333333,37,45,9,13
201,20180,3389,0,29,19,1,0,0,,11.5,9,36,42,10,11
201,20180,3390,0,29,19,0,0,0,26,11.5,11,37,46,10,23
201,20180,3391,0,29,19,0,0,0,19,14.5,13.333333333,37,49,10,24
201,20180,3392,0,29,19,1,0,0,28,14,9,29,45,10,25
201,20180,3393,0,29,19,0,0,0,39,13.5,14,35,49,10,25
201,20180,3394,0,29,19,0,0,0,17,13,11,37,39,12,23
201,20180,3395,0,29,19,1,0,0,34,9.5,11,36,,13,
201,20180,3396,0,29,19,1,0,0,17,13,13,35,52,13,25
201,20180,3397,0,29,19,1,0,0,17,11.5,13.333333333,40,47,14,21
201,20180,3398,0,29,19,0,1,0,11,11.5,10.666666667,35,46,15,26
201,20180,3399,0,29,19,1,0,0,45,15.5,15.666666667,37,49,15,27
201,20180,3400,0,29,19,0,1,0,11,11.5,12,38,50,15,29
201,20180,3401,0,29,19,0,0,0,36,14,12.666666667,43,52,15,29
201,20180,3402,0,29,19,0,0,0,28,14,15,42,50,15,30
201,20180,3403,0,29,19,0,0,0,45,11,13.333333333,34,50,16,23
201,20180,3404,0,29,19,0,0,0,34,11,13.333333333,38,50,16,24
201,20180,3405,0,29,19,0,0,0,28,14.5,14,32,49,16,28
201,20180,3406,0,29,19,0,0,0,45,15,9.6666666667,37,54,17,30
201,20180,3407,0,29,19,1,0,0,36,13,15.333333333,43,56,17,30
201,20180,3408,0,29,19,0,1,0,11,14,14.666666667,38,53,20,29
202,20280,3409,1,23,15,1,0,0,34,8.5,10,32,43,8,16
202,20280,3410,1,23,15,0,0,0,19,10,10,34,37,8,21
202,20280,3411,1,23,15,1,0,0,24,12.5,8.3333333333,38,55,9,25
202,20280,3412,1,23,15,0,0,0,24,13,10.333333333,28,46,10,21
202,20280,3413,1,23,15,1,0,0,19,12,10.666666667,40,57,11,27
202,20280,3414,1,23,15,1,0,0,19,10.5,9,35,46,12,18
202,20280,3415,1,23,15,1,0,0,41,13.5,13.333333333,42,58,13,27
202,20280,3416,1,23,15,1,0,0,13,11.5,9.6666666667,31,49,13,28
202,20280,3417,1,23,15,0,0,0,22,13.5,13,36,49,13,28
202,20280,3418,1,23,15,1,1,0,10,9.5,10.333333333,33,45,15,27
202,20280,3419,1,23,15,0,0,0,26,11.5,13.666666667,42,53,15,29
202,20280,3420,1,23,15,0,0,0,19,12.5,10.666666667,32,51,16,30
202,20280,3421,1,23,15,0,0,0,21,10.5,12.666666667,39,40,17,27
202,20280,3422,1,23,15,0,0,0,21,13.5,12.666666667,44,55,18,29
203,20380,3423,0,19,15,0,0,0,20,10,11,31,39,6,21
203,20380,3424,0,19,15,1,0,0,20,12,11.666666667,30,38,11,15
203,20380,3425,0,19,15,0,0,1,24,9.5,12.666666667,16,27,12,19
203,20380,3426,0,19,15,1,0,1,27,12.5,12,38,43,12,21
203,20380,3427,0,19,15,0,0,1,14,8,10.333333333,27,28,13,14
203,20380,3428,0,19,15,,0,,29,10.5,8.3333333333,34,38,13,18
203,20380,3429,0,19,15,0,0,0,27,12,12.666666667,24,30,13,19
203,20380,3430,0,19,15,1,0,0,17,15.5,9.3333333333,42,49,13,22
203,20380,3431,0,19,15,0,0,0,,12,9.3333333333,27,36,14,17
203,20380,3432,0,19,15,0,0,0,20,13.5,9.6666666667,39,48,14,25
203,20380,3433,0,19,15,0,0,0,17,10.5,8,30,43,14,27
203,20380,3434,0,19,15,0,0,1,34,11.5,9.3333333333,36,55,14,30
203,20380,3435,0,19,15,0,0,0,20,,,34,42,15,19
203,20380,3436,0,19,15,0,0,0,29,12.5,11.666666667,30,43,16,27
203,20380,3437,0,19,15,0,0,1,11,12.5,11.666666667,35,37,17,22
203,20380,3438,0,19,15,0,0,0,15,12.5,11.333333333,38,51,19,27
204,20480,3439,0,26,29,1,0,0,34,,,31,35,14,17
204,20480,3440,0,26,29,1,0,0,40,12,10,41,45,13,25
204,20480,3441,0,26,29,1,0,0,40,13,15,37,47,17,27
204,20480,3442,0,26,29,1,0,0,20,12.5,10,34,45,14,24
204,20480,3443,0,26,29,0,0,0,38,10,10.659999847,36,32,10,13
204,20480,3444,0,26,29,0,0,0,50,11,8.6660003662,32,32,9,14
204,20480,3445,0,26,29,1,0,0,30,13,13.329999924,45,47,16,27
204,20480,3446,0,26,29,0,0,0,40,10,10.659999847,25,28,11,19
204,20480,3447,0,26,29,0,0,0,45,14,11.659999847,37,46,12,22
204,20480,3448,0,26,29,1,0,0,37,13,11.659999847,28,37,8,24
204,20480,3449,0,26,29,0,0,0,43,12.5,12.329999924,37,40,12,22
204,20480,3450,0,26,29,0,0,0,40,13.5,14,42,42,16,26
204,20480,3451,0,26,29,1,0,0,43,9.5,14.659999847,41,53,11,29
204,20480,3452,0,26,29,0,0,0,37,11,10.659999847,26,22,10,17
204,20480,3453,0,26,29,1,0,1,20,8.5,9.3330001831,30,21,10,9
204,20480,3454,0,26,29,0,0,0,37,10.5,8,32,37,9,25
204,20480,3455,0,26,29,1,0,0,38,11,10.659999847,26,42,12,19
204,20480,3456,0,26,29,1,0,0,47,8.5,12.659999847,29,42,16,24
204,20480,3457,0,26,29,0,0,0,37,8.5,10.659999847,32,35,10,18
204,20480,3458,0,26,29,1,0,0,40,12.5,9.6660003662,40,51,16,22
204,20480,3459,0,26,29,1,0,0,37,10.5,12.659999847,31,46,12,26
204,20480,3460,0,26,29,0,0,1,37,10.5,8,31,31,13,18
204,20480,3461,0,26,29,1,0,0,27,10,8.3330001831,26,40,9,25
204,20480,3462,0,26,29,1,0,0,33,11,11.329999924,37,52,11,28
204,20480,3463,0,26,29,1,0,0,47,14,12.659999847,36,47,10,25
206,20680,3464,0,11,18,0,0,0,18,12.5,8,36,39,13,23
206,20680,3465,0,11,18,1,0,0,20,12,10.329999924,40,39,15,25
206,20680,3466,0,11,18,0,0,0,35,14,12.329999924,45,52,16,26
206,20680,3467,0,11,18,1,0,0,23,12,9.6660003662,33,48,12,24
206,20680,3468,0,11,18,0,0,0,18,13,10.659999847,35,40,15,16
206,20680,3469,0,11,18,0,0,0,28,12.5,11,30,47,12,23
206,20680,3470,0,11,18,0,0,0,20,11.5,10.329999924,30,45,12,24
206,20680,3471,0,11,18,1,0,0,25,14.5,16.659999847,42,56,17,28
206,20680,3472,0,11,18,1,0,0,20,13.5,10.329999924,35,51,12,28
206,20680,3473,0,11,18,0,0,0,20,12.5,12.329999924,35,47,15,27
206,20680,3474,0,11,18,0,0,1,18,12.5,8,33,38,6,7
207,20780,3475,0,20,18,0,0,0,25,9.5,7,30,29,3,14
207,20780,3476,0,20,18,0,0,1,20,13,10.333333333,30,31,4,7
207,20780,3477,0,20,18,0,0,0,17,7.5,9.6666666667,28,,6,
207,20780,3478,0,20,18,0,0,0,26,12,10.333333333,28,26,9,15
207,20780,3479,0,20,18,0,0,0,25,12,12,35,37,10,19
207,20780,3480,0,20,18,0,0,0,29,11.5,12,29,34,10,22
207,20780,3481,0,20,18,1,0,0,20,12,14.666666667,35,39,10,25
207,20780,3482,0,20,18,0,0,0,29,10,7.6666666667,30,33,11,17
207,20780,3483,0,20,18,1,0,0,17,11.5,10.666666667,40,38,11,24
207,20780,3484,0,20,18,0,0,0,20,9.5,11.333333333,27,31,12,19
207,20780,3485,0,20,18,1,0,0,23,12.5,10.666666667,37,44,12,22
207,20780,3486,0,20,18,0,0,0,20,11.5,14.666666667,33,38,13,16
207,20780,3487,0,20,18,0,0,0,25,13,11,34,36,14,19
207,20780,3488,0,20,18,1,0,0,37,12,12.666666667,29,25,15,19
207,20780,3489,0,20,18,0,0,0,20,12,10,38,44,15,20
207,20780,3490,0,20,18,0,0,0,17,13,12.666666667,32,26,15,21
207,20780,3491,0,20,18,1,0,0,29,14,14.666666667,45,47,15,28
207,20780,3492,0,20,18,0,0,0,44,9,12.333333333,24,23,16,17
207,20780,3493,0,20,18,0,0,0,20,13,7.6666666667,34,36,16,19
207,20780,3494,0,20,18,0,0,0,40,12,15.333333333,40,43,17,27
208,20880,3495,0,20,,0,0,0,43,14,10.333333333,,47,,14
208,20880,3496,0,20,,0,0,0,17,12.5,14.333333333,,48,,20
208,20880,3497,0,20,,1,0,0,15,10.5,8.3333333333,,42,,21
208,20880,3498,0,20,,0,0,0,20,14.5,12.333333333,,39,,22
208,20880,3499,0,20,,1,0,0,22,12,9.3333333333,,37,,23
208,20880,3500,0,20,,0,0,0,30,12,10,,46,,24
208,20880,3501,0,20,,0,0,0,22,12.5,12.666666667,,46,,24
208,20880,3502,0,20,,1,0,0,26,11.5,13,,58,,25
208,20880,3503,0,20,,1,0,0,20,9.5,9.6666666667,,39,,26
208,20880,3504,0,20,,1,0,0,28,10.5,9.6666666667,,56,,26
208,20880,3505,0,20,,0,0,0,30,10.5,7,,45,,28
208,20880,3506,0,20,,1,0,0,15,12.5,14,,51,,28
209,20980,3507,0,27,14,0,0,0,11,9.5,6.6666666667,21,,8,
209,20980,3508,0,27,14,1,0,0,23,10,11.333333333,33,,8,
209,20980,3509,0,27,14,0,0,0,,11.5,11.333333333,33,34,12,26
209,20980,3510,0,27,14,1,0,0,30,11,9,26,36,9,22
209,20980,3511,0,27,14,0,0,1,10,10.5,8,29,26,14,18
209,20980,3512,0,27,14,0,0,0,17,11,13.329999924,35,37,9,26
209,20980,3513,0,27,14,1,0,0,10,12,8.6660003662,31,48,10,28
209,20980,3514,0,27,14,0,0,0,13,10.5,9,22,33,8,22
209,20980,3515,0,27,14,1,0,0,27,11.5,9,32,43,10,24
209,20980,3516,0,27,14,1,0,0,13,14.5,9.6660003662,42,52,17,29
209,20980,3517,0,27,14,0,0,1,20,13,11.659999847,35,42,3,15
209,20980,3518,0,27,14,1,0,0,17,13,11.329999924,35,53,15,26
209,20980,3519,0,27,14,1,0,0,20,11,13,32,47,12,26
209,20980,3520,0,27,14,1,0,0,23,15,14.329999924,45,55,16,29
209,20980,3521,0,27,14,0,0,0,10,9.5,9,28,39,10,24
209,20980,3522,0,27,14,1,0,1,20,13,9.6660003662,28,33,11,15
209,20980,3523,0,27,14,1,0,0,43,12.5,9,33,46,13,21
209,20980,3524,0,27,14,1,0,0,50,12.5,12.659999847,36,45,13,25
209,20980,3525,0,27,14,1,0,0,10,11,13.659999847,39,49,13,26
209,20980,3526,0,27,14,0,0,0,23,12.5,12,35,48,15,29
209,20980,3527,0,27,14,0,0,0,33,12.5,13.329999924,44,47,16,22
209,20980,3528,0,27,14,0,0,1,20,13,10.659999847,41,40,10,17
209,20980,3529,0,27,14,0,0,0,47,13.5,14.329999924,37,39,14,26
209,20980,3530,0,27,14,1,0,0,10,11.5,9,38,47,8,12
209,20980,3531,0,27,14,1,0,0,10,11.5,8,15,41,11,13
209,20980,3532,0,27,14,1,0,0,10,11.5,10.329999924,29,41,10,24
210,21080,3533,0,17,18,0,0,0,35,13.5,9,39,45,15,24
210,21080,3534,0,17,18,1,0,0,40,11.5,10,29,40,12,19
210,21080,3535,0,17,18,1,0,0,35,12.5,11,36,55,14,24
210,21080,3536,0,17,18,0,0,0,43,15.5,13,37,50,11,23
210,21080,3537,0,17,18,1,0,0,48,12,13.329999924,40,53,16,23
210,21080,3538,0,17,18,1,0,0,48,15.5,14.329999924,43,52,19,27
210,21080,3539,0,17,18,0,0,0,30,9,9.6660003662,28,29,10,19
210,21080,3540,0,17,18,0,0,0,35,13.5,12.329999924,38,46,18,28
210,21080,3541,0,17,18,0,0,0,40,12,11.329999924,24,27,8,17
210,21080,3542,0,17,18,1,0,0,30,13,9.6660003662,27,33,7,14
210,21080,3543,0,17,18,0,0,0,43,12,10.659999847,35,31,12,11
210,21080,3544,0,17,18,0,0,0,38,13.5,12.659999847,36,47,11,25
210,21080,3545,0,17,18,0,0,0,35,14.5,14,48,56,18,28
210,21080,3546,0,17,18,0,0,0,28,9,10.329999924,26,28,10,16
210,21080,3547,0,17,18,1,0,0,35,14.5,9.3330001831,34,44,6,19
210,21080,3548,0,17,18,1,0,0,30,14.5,13.329999924,34,40,8,13
211,21180,3549,,,,0,0,0,20,10,11,28,29,1,6
211,21180,3550,,,,0,0,1,21,10,5.6666666667,34,34,5,6
211,21180,3551,,,,0,0,1,20,9,7.6666666667,28,24,5,9
211,21180,3552,,,,1,0,1,17,8,10.333333333,23,16,5,10
211,21180,3553,,,,1,0,0,11,8.5,7.6666666667,32,26,6,6
211,21180,3554,,,,1,0,0,21,10.5,9.6666666667,38,47,6,10
211,21180,3555,,,,0,0,0,11,10.5,13.666666667,40,36,6,12
211,21180,3556,,,,1,0,0,11,5,11,20,21,7,5
211,21180,3557,,,,0,0,0,20,8,11,26,16,7,7
211,21180,3558,,,,1,0,0,20,9,11.333333333,29,23,8,7
211,21180,3559,,,,1,0,0,17,7,7,25,27,8,9
211,21180,3560,,,,1,0,0,25,11.5,9.3333333333,32,38,8,11
211,21180,3561,,,,1,0,0,20,7,8.3333333333,30,36,8,12
211,21180,3562,,,,0,0,0,21,10.5,12.666666667,,40,8,13
211,21180,3563,,,,0,0,1,20,11,7.3333333333,28,38,9,9
211,21180,3564,,,,1,0,0,17,12,8.6666666667,26,26,9,10
211,21180,3565,,,,1,0,0,11,10.5,10.666666667,28,31,9,11
211,21180,3566,,,,0,0,0,22,15,8,42,51,10,10
211,21180,3567,,,,0,0,0,20,11,10.666666667,38,48,10,21
211,21180,3568,,,,0,0,0,29,12.5,13.333333333,40,46,16,26
212,21280,3569,0,25,14,1,0,0,25,9,10.659999847,29,34,9,10
212,21280,3570,0,25,14,0,0,0,18,12.5,9,28,32,10,22
212,21280,3571,0,25,14,0,0,0,20,8.5,10.659999847,26,28,11,10
212,21280,3572,0,25,14,1,0,0,33,13,11.329999924,33,49,11,20
212,21280,3573,0,25,14,1,0,0,18,13,14.329999924,37,42,13,17
212,21280,3574,0,25,14,1,0,0,23,11,9.3330001831,35,50,9,23
212,21280,3575,0,25,14,0,0,0,15,13,10.329999924,35,46,14,17
212,21280,3576,0,25,14,1,0,0,23,15,11,44,51,17,28
212,21280,3577,0,25,14,1,0,0,18,12.5,9.3330001831,39,42,14,16
212,21280,3578,0,25,14,1,0,0,18,14.5,10.329999924,34,42,15,13
